epoch,_Datetime_epoch_begin,_Datetime_epoch_end,_Monitor,_Trial_id,acc,error,loss,val_acc,val_error,val_loss
0,2019-02-17 03:22:20.750218,2019-02-17 03:22:23.355337,val_error,1,0.9298166666348775,0.0701833333651225,0.22861584152181944,0.9608,0.03920000000000001,0.12533775203600525
1,2019-02-17 03:22:23.845494,2019-02-17 03:22:25.771266,val_error,1,0.9733,0.026699999999999946,0.08582203590124846,0.9708,0.029200000000000004,0.09606753732841462
2,2019-02-17 03:22:26.091224,2019-02-17 03:22:28.035295,val_error,1,0.9830833333015442,0.016916666698455818,0.055466110360622406,0.9721,0.027900000000000036,0.08806644220687448
3,2019-02-17 03:22:28.341721,2019-02-17 03:22:30.278312,val_error,1,0.9880499999682109,0.011950000031789143,0.03919529618819555,0.9748,0.0252,0.08006156557472423
4,2019-02-17 03:22:30.591330,2019-02-17 03:22:32.515227,val_error,1,0.99125,0.008750000000000036,0.027661917335291705,0.9786,0.021399999999999975,0.071465237171622
5,2019-02-17 03:22:32.843388,2019-02-17 03:22:34.767995,val_error,1,0.9924999999682108,0.007500000031789189,0.022730398364861806,0.9807,0.019299999999999984,0.06659937209913042
6,2019-02-17 03:22:35.069024,2019-02-17 03:22:36.991658,val_error,1,0.9942333333333333,0.005766666666666698,0.018475149587293467,0.9804,0.01959999999999995,0.06710960051752626
7,2019-02-17 03:22:37.214730,2019-02-17 03:22:39.148592,val_error,1,0.9953499999682108,0.00465000003178917,0.014895998800297579,0.9793,0.02070000000000005,0.07463081034445204
8,2019-02-17 03:22:39.372748,2019-02-17 03:22:41.298652,val_error,1,0.9949999999682109,0.005000000031789131,0.014776362505058448,0.9786,0.021399999999999975,0.08036797593368683
9,2019-02-17 03:22:41.527704,2019-02-17 03:22:43.482619,val_error,1,0.9960166666984558,0.003983333301544212,0.012186845075090727,0.98,0.020000000000000018,0.07642796087272
0,2019-02-17 03:22:45.251107,2019-02-17 03:23:01.873534,val_error,2,0.8661024305555556,0.13389756944444442,0.419615739526657,0.975,0.025000000000000022,0.08137858306616545
1,2019-02-17 03:23:02.804428,2019-02-17 03:23:18.660206,val_error,2,0.9539535350510955,0.04604646494890452,0.14734337813693313,0.981,0.019000000000000017,0.05568550300337374
2,2019-02-17 03:23:19.957906,2019-02-17 03:23:36.143721,val_error,2,0.9648835029459025,0.03511649705409747,0.11193854276372203,0.9843,0.015700000000000047,0.04564119663061574
3,2019-02-17 03:23:37.244727,2019-02-17 03:23:53.400279,val_error,2,0.9704070701979671,0.029592929802032875,0.09526412153090777,0.9878,0.012199999999999989,0.03521580184753984
4,2019-02-17 03:23:54.682667,2019-02-17 03:24:10.718839,val_error,2,0.9736375201176244,0.02636247988237561,0.08274299467414474,0.9886,0.011399999999999966,0.03383208240335807
5,2019-02-17 03:24:11.902306,2019-02-17 03:24:27.893392,val_error,2,0.9759473754367409,0.024052624563259073,0.07595164337193959,0.9886,0.011399999999999966,0.03420447578248568
6,2019-02-17 03:24:28.183899,2019-02-17 03:24:43.990065,val_error,2,0.9773198982005331,0.02268010179946689,0.07107550459681952,0.9885,0.011499999999999955,0.033028042513062246
7,2019-02-17 03:24:44.320469,2019-02-17 03:25:00.280188,val_error,2,0.9794121585111919,0.0205878414888081,0.06677436665594418,0.9882,0.011800000000000033,0.03139566850704141
8,2019-02-17 03:25:00.632899,2019-02-17 03:25:16.559646,val_error,2,0.9803160150292473,0.019683984970752744,0.06294454397941951,0.9894,0.010600000000000054,0.03188588686715812
9,2019-02-17 03:25:17.793453,2019-02-17 03:25:33.830242,val_error,2,0.9811194429246896,0.018880557075310445,0.0599066642799924,0.9897,0.010299999999999976,0.03051453396275174
0,2019-02-17 03:25:36.970624,2019-02-17 03:25:41.380128,val_error,3,0.9261833333651225,0.07381666663487751,0.2341811568915844,0.9799,0.020100000000000007,0.06469156806468963
1,2019-02-17 03:25:41.955198,2019-02-17 03:25:45.641594,val_error,3,0.9733666666666667,0.026633333333333287,0.08696060109138488,0.9844,0.015599999999999947,0.04501900116065517
2,2019-02-17 03:25:46.095326,2019-02-17 03:25:49.720920,val_error,3,0.9802666666348775,0.019733333365122507,0.06376097103953361,0.9874,0.012599999999999945,0.03749798183502862
3,2019-02-17 03:25:50.156196,2019-02-17 03:25:53.771357,val_error,3,0.9838666666666667,0.016133333333333333,0.05116233144203822,0.9872,0.012800000000000034,0.04022943317710888
4,2019-02-17 03:25:54.030896,2019-02-17 03:25:57.647615,val_error,3,0.9862666666666666,0.013733333333333375,0.043527227981885276,0.9895,0.010499999999999954,0.03368044145295862
5,2019-02-17 03:25:58.121812,2019-02-17 03:26:01.749284,val_error,3,0.9880499999682109,0.011950000031789143,0.03724859827458858,0.9881,0.011900000000000022,0.0355811224980047
6,2019-02-17 03:26:02.030137,2019-02-17 03:26:05.675228,val_error,3,0.9888166666348776,0.01118333336512245,0.03320667372345924,0.9891,0.01090000000000002,0.033457208411631294
7,2019-02-17 03:26:05.955748,2019-02-17 03:26:09.564332,val_error,3,0.9902499999682108,0.009750000031789163,0.02965534197886785,0.9899,0.010099999999999998,0.03432591311198194
8,2019-02-17 03:26:10.604024,2019-02-17 03:26:14.216222,val_error,3,0.99135,0.008650000000000047,0.027606480118632315,0.9904,0.009600000000000053,0.03330193271654935
9,2019-02-17 03:26:14.682746,2019-02-17 03:26:18.299535,val_error,3,0.9918333333015442,0.008166666698455782,0.025294868325690428,0.9897,0.010299999999999976,0.03200189350461806
