epoch,_Datetime_epoch_begin,_Datetime_epoch_end,_Monitor,_Trial_id,acc,error,loss,val_acc,val_error,val_loss
0,2019-02-17 03:19:00.725811,2019-02-17 03:19:03.562456,val_error,0,0.8954166666348775,0.10458333336512249,0.3803989758570989,0.9506000003814697,0.049399999618530255,0.17582753624916075
1,2019-02-17 03:19:03.660474,2019-02-17 03:19:06.194497,val_error,0,0.9616333333015442,0.03836666669845579,0.13831456968784334,0.9717000004768371,0.028299999523162866,0.10211843886375427
0,2019-02-17 03:19:06.740836,2019-02-17 03:19:08.212419,val_error,1,0.8778500000317891,0.12214999996821085,0.43069714766343437,0.9111999992370605,0.08880000076293948,0.30663986740112303
1,2019-02-17 03:19:08.286196,2019-02-17 03:19:09.532089,val_error,1,0.9156833333651225,0.08431666663487747,0.296288724342982,0.9207000004768372,0.0792999995231628,0.28387673683166503
0,2019-02-17 03:19:09.935031,2019-02-17 03:19:11.049692,val_error,2,0.85965,0.14034999999999997,0.5400123346964518,0.914199999332428,0.08580000066757199,0.3093823914527893
1,2019-02-17 03:19:11.120358,2019-02-17 03:19:12.039930,val_error,2,0.9139166666348775,0.08608333336512253,0.3008009694258372,0.919299999332428,0.08070000066757199,0.28143606748580935
0,2019-02-17 03:19:12.442362,2019-02-17 03:19:13.379592,val_error,3,0.8405333333015442,0.15946666669845577,0.63401976313591,0.909999999332428,0.09000000066757197,0.31438687524795533
1,2019-02-17 03:19:13.454602,2019-02-17 03:19:14.170284,val_error,3,0.9104333333333333,0.08956666666666668,0.3113252473036448,0.9165999992370606,0.08340000076293941,0.2905558114051819
0,2019-02-17 03:19:14.573565,2019-02-17 03:19:16.764682,val_error,4,0.8835499999682108,0.11645000003178918,0.40929705847899117,0.9146999998092651,0.08530000019073491,0.30153394470214845
1,2019-02-17 03:19:16.843483,2019-02-17 03:19:18.769219,val_error,4,0.9174999999682109,0.08250000003178914,0.2948875516255697,0.920100000667572,0.07989999933242797,0.28049387645721435
0,2019-02-17 03:19:19.372346,2019-02-17 03:19:21.760695,val_error,5,0.8845166666348775,0.11548333336512251,0.41531493803660074,0.9198999992370606,0.08010000076293944,0.2822223196983337
1,2019-02-17 03:19:21.845142,2019-02-17 03:19:24.039276,val_error,5,0.9198999999682108,0.08010000003178919,0.28478589006265004,0.9224999996185302,0.07750000038146976,0.2757531868934631
0,2019-02-17 03:19:24.465372,2019-02-17 03:19:25.618462,val_error,6,0.8629,0.1371,0.5342604091644287,0.9335999992370605,0.0664000007629395,0.23362493782043456
1,2019-02-17 03:19:25.692208,2019-02-17 03:19:26.636364,val_error,6,0.9456166666984558,0.05438333330154421,0.1936575492064158,0.9610999997138977,0.0389000002861023,0.14079272203445434
0,2019-02-17 03:19:27.037157,2019-02-17 03:19:27.926760,val_error,7,0.8457333333015442,0.1542666666984558,0.5900583720684052,0.9127000007629394,0.08729999923706055,0.31099355621337893
1,2019-02-17 03:19:27.998384,2019-02-17 03:19:28.694422,val_error,7,0.9111333333651225,0.08886666663487752,0.3117536414941152,0.9174999992370605,0.08250000076293951,0.2888951499938965
0,2019-02-17 03:19:29.096586,2019-02-17 03:19:30.312803,val_error,8,0.85805,0.14195000000000002,0.5961325021187465,0.9195000007629395,0.08049999923706053,0.2795643559932709
1,2019-02-17 03:19:30.385957,2019-02-17 03:19:31.393434,val_error,8,0.9299166666666666,0.07008333333333339,0.24721144003073375,0.9437000001907349,0.056299999809265144,0.20208856964111327
0,2019-02-17 03:19:31.982414,2019-02-17 03:19:32.893434,val_error,9,0.84085,0.15915,0.6424997439861297,0.911099999332428,0.08890000066757198,0.314816682434082
1,2019-02-17 03:19:32.966256,2019-02-17 03:19:33.681886,val_error,9,0.9114166666348775,0.08858333336512247,0.31074037494659423,0.915499999332428,0.08450000066757202,0.2876385422229767
0,2019-02-17 03:19:34.086709,2019-02-17 03:19:36.880588,val_error,10,0.8917833333015441,0.10821666669845587,0.39964580561319984,0.9506000002861023,0.049399999713897746,0.17939601550102233
1,2019-02-17 03:19:36.970632,2019-02-17 03:19:39.542214,val_error,10,0.9599999999682108,0.04000000003178916,0.14530892026027042,0.9688999999046326,0.031100000095367397,0.11228760278224945
0,2019-02-17 03:19:39.976117,2019-02-17 03:19:42.730700,val_error,11,0.8928833333333334,0.10711666666666664,0.39553096056779224,0.9517000005722046,0.04829999942779539,0.17174139833450316
1,2019-02-17 03:19:42.813972,2019-02-17 03:19:45.356591,val_error,11,0.9631333333015442,0.03686666669845584,0.1324680319706599,0.9722000006675721,0.027799999332427938,0.09715572748184204
0,2019-02-17 03:19:45.789265,2019-02-17 03:19:48.532687,val_error,12,0.8929166666984558,0.10708333330154418,0.3939439028024673,0.9530000006675721,0.04699999933242793,0.17170923318862916
1,2019-02-17 03:19:48.619882,2019-02-17 03:19:51.157514,val_error,12,0.9632,0.036800000000000055,0.13268639595111212,0.9721000004768372,0.0278999995231628,0.09774856097698212
0,2019-02-17 03:19:51.585859,2019-02-17 03:19:54.368300,val_error,13,0.8932000000317891,0.10679999996821088,0.39714813782374064,0.951399999332428,0.048600000667571974,0.1722209396839142
1,2019-02-17 03:19:54.451575,2019-02-17 03:19:57.003599,val_error,13,0.9638166666348775,0.03618333336512247,0.13103233336607614,0.9717000002861023,0.02829999971389774,0.10013592910766601
0,2019-02-17 03:19:57.646657,2019-02-17 03:19:59.394289,val_error,14,0.8785166666666666,0.12148333333333339,0.454517840107282,0.9336,0.06640000000000001,0.23748672223091125
