epoch,_Datetime_epoch_begin,_Datetime_epoch_end,_Trial_num,acc,loss,val_acc,val_loss
0,2019-05-10 07:32:42.590510,2019-05-10 07:32:43.365895,7,0.8510166666666666,0.6013646901369095,0.9230999994277954,0.27325626678466797
1,2019-05-10 07:32:43.411859,2019-05-10 07:32:44.024492,7,0.9303166666984558,0.24737674986521402,0.9440000002861023,0.19727851943969726
0,2019-05-10 07:32:44.445517,2019-05-10 07:32:45.466773,8,0.8798333333651225,0.46627533446947733,0.9418000000953675,0.20567126593589782
1,2019-05-10 07:32:45.514932,2019-05-10 07:32:46.373325,8,0.9543666666348776,0.16417057317097983,0.9660000000953675,0.12338917591571807
0,2019-05-10 07:32:46.789233,2019-05-10 07:32:47.485017,9,0.8357166666666667,0.6901830717245737,0.9164999995231629,0.2982810396194458
1,2019-05-10 07:32:47.530884,2019-05-10 07:32:48.043081,9,0.9207,0.27959801626205444,0.9338000000953675,0.2347653778553009
0,2019-05-10 07:32:48.463475,2019-05-10 07:32:49.478547,10,0.8838666666984558,0.45622539366086323,0.9372,0.21891588373184204
1,2019-05-10 07:32:49.526308,2019-05-10 07:32:50.389924,10,0.9498166666666666,0.17739421133200328,0.9658999999046326,0.12998494815826417
0,2019-05-10 07:32:50.811810,2019-05-10 07:32:51.750728,11,0.8857000000317892,0.4153263481458028,0.9470000003814697,0.18487847089767456
1,2019-05-10 07:32:51.798729,2019-05-10 07:32:52.582888,11,0.9618,0.13854341454903285,0.9735000004768372,0.09514941809177399
0,2019-05-10 07:32:53.004120,2019-05-10 07:32:53.841044,12,0.8749333333333333,0.4379637539068858,0.9174999992370605,0.2951534556388855
1,2019-05-10 07:32:53.888570,2019-05-10 07:32:54.562697,12,0.9157833333015442,0.2968145876566569,0.9163999992370605,0.2895274845123291
0,2019-05-10 07:32:54.961060,2019-05-10 07:32:55.902311,13,0.8944166666666666,0.4038553386290868,0.946699999332428,0.18288393993377686
1,2019-05-10 07:32:55.951048,2019-05-10 07:32:56.730100,13,0.9624499999682109,0.1332015169262886,0.9745000004768372,0.08995019536018371
0,2019-05-10 07:32:57.153015,2019-05-10 07:32:58.094441,14,0.8925166666984559,0.3917768436193466,0.9574999995231629,0.15453030376434326
1,2019-05-10 07:32:58.142292,2019-05-10 07:32:58.917481,14,0.9659166666984558,0.12260074504216512,0.9739000003814697,0.09304187316894531
0,2019-05-10 07:32:59.337811,2019-05-10 07:33:00.175404,15,0.8803166666348775,0.4291294664700826,0.9192000005722046,0.28853698415756224
1,2019-05-10 07:33:00.223549,2019-05-10 07:33:00.897945,15,0.9170333333333334,0.2937474855581919,0.9195999998092651,0.2834109507083893
0,2019-05-10 07:33:01.325026,2019-05-10 07:33:02.274452,16,0.8911333333651225,0.39854985812505084,0.9510000004768372,0.17632391457557678
1,2019-05-10 07:33:02.322588,2019-05-10 07:33:03.101495,16,0.9610166666984558,0.13776770873268446,0.9732000004768372,0.09705091741085052
0,2019-05-10 07:33:03.529380,2019-05-10 07:33:04.474468,17,0.8942999999682109,0.40525945947964986,0.954699999332428,0.1613905128955841
1,2019-05-10 07:33:04.522189,2019-05-10 07:33:05.301050,17,0.9651166666348775,0.12722261728445688,0.9748000002861023,0.08732032172679902
0,2019-05-10 07:33:05.732565,2019-05-10 07:33:06.674308,18,0.8905166666666666,0.4128634869416555,0.9553000007629394,0.16438670663833618
1,2019-05-10 07:33:06.727348,2019-05-10 07:33:07.502904,18,0.9645333333015442,0.12742138653198878,0.9722000002861023,0.09569995589256286
0,2019-05-10 07:33:07.939295,2019-05-10 07:33:08.882549,19,0.8908833333015442,0.4137298848628998,0.9528999994277955,0.1689738416671753
1,2019-05-10 07:33:08.930147,2019-05-10 07:33:09.702139,19,0.9642833333333334,0.12759385732014975,0.9751000003814697,0.08657872290611267
0,2019-05-10 07:33:10.134499,2019-05-10 07:33:11.079829,20,0.8918500000317892,0.4042275538682938,0.9571999992370606,0.15734477109909056
1,2019-05-10 07:33:11.129160,2019-05-10 07:33:11.911958,20,0.9646833333651225,0.12669043527841567,0.9740000001907348,0.09170472733974457
0,2019-05-10 07:33:12.340721,2019-05-10 07:33:13.283847,21,0.8912000000317891,0.40123171929915746,0.9541000006675721,0.1656798201084137
1,2019-05-10 07:33:13.332470,2019-05-10 07:33:14.112356,21,0.9649999999682108,0.12814838169415793,0.9750000003814697,0.08775555038452149
0,2019-05-10 07:33:14.538838,2019-05-10 07:33:15.483627,22,0.8886166666666667,0.41007946430047354,0.9570999994277954,0.1607662488937378
1,2019-05-10 07:33:15.531894,2019-05-10 07:33:16.312013,22,0.96455,0.12659765431483586,0.9735000003814698,0.09080886068344116
0,2019-05-10 07:33:16.743672,2019-05-10 07:33:17.691894,23,0.8921333333333333,0.4029388764858246,0.9605999995231629,0.14717574772834777
1,2019-05-10 07:33:17.740514,2019-05-10 07:33:18.522037,23,0.9674000000317892,0.11669007013440132,0.9736000004768371,0.09087058653831481
0,2019-05-10 07:33:18.948494,2019-05-10 07:33:19.891598,24,0.8896999999682108,0.41684078209400177,0.950100000667572,0.1734445855140686
1,2019-05-10 07:33:19.940348,2019-05-10 07:33:20.717601,24,0.9626333333651225,0.13324982806841532,0.9740000001907348,0.09291160006523132
0,2019-05-10 07:33:21.157137,2019-05-10 07:33:22.384830,25,0.8829166666984558,0.41085174606641134,0.9126000007629395,0.30112376718521117
1,2019-05-10 07:33:22.435232,2019-05-10 07:33:23.425748,25,0.91625,0.29705592142740883,0.9178999992370606,0.2956316163063049
0,2019-05-10 07:33:23.864599,2019-05-10 07:33:24.811569,26,0.8818666666666667,0.42631651300589246,0.9446000004768371,0.2024918694972992
1,2019-05-10 07:33:24.859366,2019-05-10 07:33:25.637749,26,0.9549666666984558,0.15961498159567514,0.9694000000953674,0.11409957911968231
0,2019-05-10 07:33:26.070097,2019-05-10 07:33:27.016600,27,0.8939333333015442,0.39540662353038786,0.9548000007629395,0.1624498523235321
1,2019-05-10 07:33:27.065549,2019-05-10 07:33:27.852031,27,0.9651833333651225,0.12614196954568227,0.9737000003814698,0.09043378620147705
0,2019-05-10 07:33:28.295353,2019-05-10 07:33:29.664260,28,0.9035166666984558,0.35027489020029706,0.9658999999046326,0.12724854743480682
1,2019-05-10 07:33:29.714544,2019-05-10 07:33:30.910805,28,0.9717,0.10224867135286331,0.978800000667572,0.07224073431491852
0,2019-05-10 07:33:31.360279,2019-05-10 07:33:32.520953,29,0.8820499999682109,0.41210582531293233,0.911699999332428,0.31007301177978513
1,2019-05-10 07:33:32.571533,2019-05-10 07:33:33.555303,29,0.9169499999682108,0.29542653827667237,0.920799999332428,0.27998801922798155
0,2019-05-10 07:33:33.997658,2019-05-10 07:33:34.733385,30,0.87175,0.5149313989241918,0.9413000000953674,0.2134643675327301
1,2019-05-10 07:33:34.782075,2019-05-10 07:33:35.349334,30,0.9507666666984558,0.17382895534038545,0.9674999998092652,0.1239211210012436
0,2019-05-10 07:33:35.786354,2019-05-10 07:33:36.942258,31,0.8838166666348776,0.40752325806617734,0.9173999992370605,0.2852144148826599
1,2019-05-10 07:33:36.992556,2019-05-10 07:33:37.978446,31,0.9157833333333333,0.2971713405609131,0.9208999993324279,0.2910081416130066
0,2019-05-10 07:33:38.429450,2019-05-10 07:33:39.796373,32,0.9020166666984558,0.35251314678986867,0.9643999994277954,0.1390405523777008
1,2019-05-10 07:33:39.847942,2019-05-10 07:33:41.040629,32,0.9703499999682108,0.10679316662748654,0.9757000003814698,0.07988766345977784
0,2019-05-10 07:33:41.487900,2019-05-10 07:33:42.169142,33,0.8588166666348775,0.5259090230464936,0.910900000667572,0.3043502858161926
1,2019-05-10 07:33:42.216512,2019-05-10 07:33:42.740619,33,0.9135833333651224,0.30407669785817465,0.9181999995231629,0.28568578610420226
0,2019-05-10 07:33:43.179242,2019-05-10 07:33:44.548172,34,0.9075166666348775,0.3450295710484187,0.9654999997138977,0.12359758689403534
1,2019-05-10 07:33:44.598462,2019-05-10 07:33:45.792484,34,0.9710833333333333,0.1015842225988706,0.9772000006675721,0.07604233676195145
0,2019-05-10 07:33:46.239138,2019-05-10 07:33:47.021587,35,0.8515166666348776,0.610117222181956,0.9208999994277954,0.28091011271476746
1,2019-05-10 07:33:47.069197,2019-05-10 07:33:47.698848,35,0.9335666666984558,0.23756596372922262,0.9465000003814698,0.18901035590171814
0,2019-05-10 07:33:48.140769,2019-05-10 07:33:49.517578,36,0.9022999999682109,0.3426927515268326,0.9661000000953675,0.12834890992641448
1,2019-05-10 07:33:49.574308,2019-05-10 07:33:50.799347,36,0.9717499999682109,0.1008774149298668,0.9780000005722046,0.07522398949861527
0,2019-05-10 07:33:51.297119,2019-05-10 07:33:52.079916,37,0.85725,0.5505464515050252,0.9128000007629394,0.30958700523376464
1,2019-05-10 07:33:52.133979,2019-05-10 07:33:52.733752,37,0.9145999999682108,0.30167168896993,0.919900000667572,0.2797039432525635
0,2019-05-10 07:33:53.226721,2019-05-10 07:33:54.891081,38,0.8938500000317892,0.3915092484076818,0.948600000667572,0.1798808539867401
1,2019-05-10 07:33:54.948957,2019-05-10 07:33:56.333975,38,0.9605166666666667,0.1412655512213707,0.9713000003814697,0.10204045238494873
0,2019-05-10 07:33:56.842171,2019-05-10 07:33:57.642138,39,0.8633666666348775,0.5357784573634465,0.9294999998092651,0.2443505756378174
1,2019-05-10 07:33:57.695237,2019-05-10 07:33:58.307498,39,0.9446499999682109,0.19596774304707845,0.9618999997138977,0.1418456410884857
0,2019-05-10 07:33:58.796811,2019-05-10 07:34:00.391880,40,0.8915500000317892,0.39186384180386863,0.9465000003814698,0.18682801895141601
1,2019-05-10 07:34:00.442603,2019-05-10 07:34:01.796573,40,0.9598999999682108,0.14432492537498473,0.9674999998092652,0.11606024670600891
0,2019-05-10 07:34:02.249656,2019-05-10 07:34:03.403973,41,0.8849000000317891,0.4111347978591919,0.9159000005722046,0.2930624581336975
1,2019-05-10 07:34:03.454411,2019-05-10 07:34:04.442455,41,0.9147333333015442,0.297931668138504,0.9223000005722046,0.2795356599807739
0,2019-05-10 07:34:04.899834,2019-05-10 07:34:05.640927,42,0.8684499999682108,0.5158615799744924,0.9355999997138977,0.2274238000869751
1,2019-05-10 07:34:05.688034,2019-05-10 07:34:06.260536,42,0.9491666666348775,0.17919513545036317,0.9645999996185303,0.12873223209381104
0,2019-05-10 07:34:06.713512,2019-05-10 07:34:08.248656,43,0.8965499999682108,0.3836910050074259,0.9547000004768371,0.16356263785362243
1,2019-05-10 07:34:08.300168,2019-05-10 07:34:09.705041,43,0.9644333333333334,0.12872251121203104,0.9736000005722046,0.09690812020301819
0,2019-05-10 07:34:10.166448,2019-05-10 07:34:11.540628,44,0.9062999999682109,0.33983103464047115,0.9682,0.11426533050537109
1,2019-05-10 07:34:11.592282,2019-05-10 07:34:12.788241,44,0.9730666666984558,0.09612934969464938,0.9770000005722046,0.07483816337585449
0,2019-05-10 07:34:13.254086,2019-05-10 07:34:14.717360,45,0.9015166666348775,0.3581424085656802,0.9607999995231629,0.13794732193946838
1,2019-05-10 07:34:14.768603,2019-05-10 07:34:15.966286,45,0.9704833333015442,0.1060300075550874,0.9775000004768372,0.07725304539203644
0,2019-05-10 07:34:16.436211,2019-05-10 07:34:17.156814,46,0.8528833333651225,0.555366124645869,0.913300000667572,0.30273045892715456
1,2019-05-10 07:34:17.211372,2019-05-10 07:34:17.759361,46,0.9147000000317892,0.3007579132715861,0.9216999994277955,0.27928035254478456
0,2019-05-10 07:34:18.224764,2019-05-10 07:34:19.594928,47,0.9033833333015442,0.3647674456556638,0.9614999997138977,0.14349617416858673
1,2019-05-10 07:34:19.645892,2019-05-10 07:34:20.843785,47,0.9695166666984558,0.10858811313311259,0.977900000667572,0.07745870094299316
0,2019-05-10 07:34:21.306176,2019-05-10 07:34:22.678358,48,0.9026,0.3482385737657547,0.965799999332428,0.13258553135395051
1,2019-05-10 07:34:22.729252,2019-05-10 07:34:23.923613,48,0.9714499999682109,0.10290254353086153,0.9796000007629394,0.07375949313640595
0,2019-05-10 07:34:24.392944,2019-05-10 07:34:25.936159,49,0.8935333333333333,0.3979684734185537,0.9452,0.19180233654975892
1,2019-05-10 07:34:25.987486,2019-05-10 07:34:27.343624,49,0.9586499999682109,0.14841653504371644,0.9711000001907348,0.1057665965795517
0,2019-05-10 07:34:27.809816,2019-05-10 07:34:28.504788,50,0.8580166666666666,0.5227900016943614,0.9136999995231628,0.30880354442596436
1,2019-05-10 07:34:28.552700,2019-05-10 07:34:29.071943,50,0.9127500000317892,0.3045997436364492,0.9180999994277954,0.28409422874450685
0,2019-05-10 07:34:29.531913,2019-05-10 07:34:30.909923,51,0.9037666666984558,0.3519197161078453,0.9623999996185303,0.135060724234581
1,2019-05-10 07:34:30.961067,2019-05-10 07:34:32.161154,51,0.97125,0.10195841539502144,0.9781000004768372,0.07509007382392884
0,2019-05-10 07:34:32.627013,2019-05-10 07:34:33.996577,52,0.9024833333015442,0.34845284494161605,0.9644999998092652,0.1296273696899414
1,2019-05-10 07:34:34.047207,2019-05-10 07:34:35.242157,52,0.9722833333015442,0.10131720080574354,0.978000000667572,0.07323541450500488
0,2019-05-10 07:34:35.708848,2019-05-10 07:34:37.081710,53,0.9050333333651225,0.344865156741937,0.9640999996185303,0.13139127326011657
1,2019-05-10 07:34:37.132254,2019-05-10 07:34:38.329703,53,0.9716166666666667,0.1016223674317201,0.979000000667572,0.06871983382701874
0,2019-05-10 07:34:38.793835,2019-05-10 07:34:40.326052,54,0.8940666666348775,0.3982719957113266,0.9522000003814697,0.17229720430374146
1,2019-05-10 07:34:40.377970,2019-05-10 07:34:41.741308,54,0.9639833333015442,0.12976961828072867,0.973800000667572,0.09668056831359863
0,2019-05-10 07:34:42.202522,2019-05-10 07:34:43.365409,55,0.8812000000317891,0.41696512656211854,0.9190000005722045,0.2877080089569092
1,2019-05-10 07:34:43.416918,2019-05-10 07:34:44.406277,55,0.9167,0.29444809991518656,0.919099999332428,0.2937843827724457
0,2019-05-10 07:34:44.874309,2019-05-10 07:34:45.609818,56,0.8677666666666667,0.5302796613534292,0.9344000002861023,0.23250989274978637
1,2019-05-10 07:34:45.657644,2019-05-10 07:34:46.230269,56,0.9452166666348776,0.19557712801297505,0.9616000007629395,0.14035703759193421
0,2019-05-10 07:34:46.691307,2019-05-10 07:34:48.070730,57,0.9003166666348775,0.356121313504378,0.9623999996185303,0.13917454590797423
1,2019-05-10 07:34:48.123463,2019-05-10 07:34:49.323050,57,0.9693166666348775,0.10820194783608118,0.9759000005722046,0.08413410434722901
0,2019-05-10 07:34:49.791573,2019-05-10 07:34:51.170822,58,0.9049333333333334,0.3480882816871007,0.9646999995231629,0.1286168526172638
1,2019-05-10 07:34:51.221668,2019-05-10 07:34:52.418210,58,0.9705500000317892,0.10362613179683686,0.9764000004768372,0.07972397923469543
0,2019-05-10 07:34:52.883722,2019-05-10 07:34:54.428463,59,0.8984499999682108,0.38253149610757825,0.9515000004768371,0.1649796205997467
1,2019-05-10 07:34:54.480229,2019-05-10 07:34:55.833534,59,0.9648333333015442,0.12821283977031708,0.9720000005722046,0.09408477728366851
0,2019-05-10 07:34:56.306724,2019-05-10 07:34:57.469050,60,0.8834000000317891,0.4140824001312256,0.9140000007629394,0.30369417505264285
1,2019-05-10 07:34:57.519851,2019-05-10 07:34:58.509114,60,0.9158833333015441,0.29639806871414187,0.9199999995231628,0.28646493864059447
0,2019-05-10 07:34:58.977901,2019-05-10 07:34:59.721325,61,0.8683499999682108,0.5266319150368373,0.9337999998092651,0.23348110880851747
1,2019-05-10 07:34:59.770368,2019-05-10 07:35:00.346530,61,0.9464333333651225,0.18689022996425628,0.964599999332428,0.13020139274597167
0,2019-05-10 07:35:00.806881,2019-05-10 07:35:01.765882,62,0.8896833333651225,0.39951981958548227,0.9527999992370606,0.1704858615398407
1,2019-05-10 07:35:01.817462,2019-05-10 07:35:02.599547,62,0.9626,0.13628753805160523,0.9737000003814698,0.09475523736476898
0,2019-05-10 07:35:03.069424,2019-05-10 07:35:04.454288,63,0.9052,0.34979143705368043,0.9663999998092652,0.12595676376819612
1,2019-05-10 07:35:04.504859,2019-05-10 07:35:05.704254,63,0.9739499999682109,0.09596440773208936,0.9799000007629395,0.06868356895446777
0,2019-05-10 07:35:06.170841,2019-05-10 07:35:07.014492,64,0.8793333333333333,0.4349125845750173,0.917000000667572,0.2928225187301636
1,2019-05-10 07:35:07.063965,2019-05-10 07:35:07.742245,64,0.9158166666666666,0.2976805900891622,0.9202000005722046,0.2828291561126709
0,2019-05-10 07:35:08.208592,2019-05-10 07:35:09.589083,65,0.90565,0.34918320664564767,0.9666999995231629,0.12119535539150238
1,2019-05-10 07:35:09.639963,2019-05-10 07:35:10.869618,65,0.9726500000317891,0.09640549921592077,0.9808000007629395,0.06871315698623658
0,2019-05-10 07:35:11.405783,2019-05-10 07:35:12.836516,66,0.9039166666348776,0.35159821976820627,0.9669999996185302,0.12387027382850647
1,2019-05-10 07:35:12.894703,2019-05-10 07:35:14.133287,66,0.9726,0.09980843182603519,0.977600000667572,0.07001757621765137
0,2019-05-10 07:35:14.667113,2019-05-10 07:35:16.105044,67,0.9055166666348775,0.3400590164224307,0.9678999999046326,0.12143390657901763
1,2019-05-10 07:35:16.162610,2019-05-10 07:35:17.393478,67,0.9725333333015442,0.0980983727812767,0.9783000007629394,0.07333332755565643
0,2019-05-10 07:35:17.929623,2019-05-10 07:35:19.374491,68,0.9038833333333334,0.3434302833358447,0.9651999996185303,0.12752407507896424
1,2019-05-10 07:35:19.433082,2019-05-10 07:35:20.641565,68,0.9713666666984558,0.10405318792263667,0.9801999992370606,0.07018795123100281
0,2019-05-10 07:35:21.113397,2019-05-10 07:35:22.491656,69,0.9055333333015442,0.3431949164748192,0.9667999996185302,0.12554235787391663
1,2019-05-10 07:35:22.542479,2019-05-10 07:35:23.746039,69,0.9724999999682109,0.10047981467048327,0.9783000004768372,0.07436813926696777
0,2019-05-10 07:35:24.219104,2019-05-10 07:35:25.597432,70,0.9038666666666667,0.35575455122788746,0.9657999996185302,0.13152148551940918
1,2019-05-10 07:35:25.661064,2019-05-10 07:35:26.907323,70,0.9711166666984559,0.10489894140561422,0.976800000667572,0.07827788000106811
0,2019-05-10 07:35:27.446188,2019-05-10 07:35:28.909788,71,0.9033833333651224,0.3460155525922775,0.9654999999046325,0.12745902535915374
1,2019-05-10 07:35:28.968756,2019-05-10 07:35:30.211578,71,0.9713833333333334,0.10106481688817343,0.9777000004768371,0.0692557149887085
